year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
1990,Picture,The Godfather Part III,The Godfather Part III,0.0,0.0,0.0,0.0,162,136800000.0,7.6,78.0,67.0,1,1,0,0,0,0,0,0,1
1990,Picture,Goodfellas,Goodfellas,1.0,0.0,0.0,0.0,145,46800000.0,8.7,97.0,97.0,1,1,0,0,0,0,0,1,0
1991,Picture,The Silence of the Lambs,The Silence of the Lambs,0.0,0.0,0.0,1.0,118,272700000.0,8.6,95.0,95.0,1,1,0,0,0,1,0,0,0
1991,Picture,Beauty and the Beast,Beauty and the Beast,0.0,1.0,0.0,0.0,84,425000000.0,8.0,92.0,93.0,1,0,0,0,1,0,0,0,1
1991,Picture,Bugsy,Bugsy,0.0,1.0,0.0,0.0,137,49100000.0,6.8,69.0,85.0,1,1,0,0,0,0,0,0,1
1991,Picture,JFK,JFK,0.0,0.0,0.0,0.0,188,205400000.0,8.0,88.0,84.0,1,1,0,0,0,0,0,0,1
1991,Picture,The Prince of Tides,The Prince of Tides,0.0,0.0,0.0,0.0,132,110000000.0,6.7,70.0,73.0,1,1,0,0,0,0,0,0,1
1992,Picture,Unforgiven,Unforgiven,0.0,0.0,0.0,1.0,131,159200000.0,8.3,93.0,95.0,1,1,0,0,0,0,0,1,0
1992,Picture,The Crying Game,The Crying Game,0.0,0.0,0.0,0.0,111,62500000.0,7.3,78.0,97.0,0,1,0,0,0,1,0,0,0
1992,Picture,A Few Good Men,A Few Good Men,0.0,0.0,0.0,0.0,138,243200000.0,7.6,89.0,81.0,1,1,0,0,0,0,0,0,1
1992,Picture,Howards End,Howards End,1.0,0.0,0.0,0.0,140,26100000.0,7.5,82.0,92.0,0,0,1,0,0,1,0,0,0
1992,Picture,Scent of a Woman,Scent of a Woman,0.0,1.0,0.0,0.0,156,134100000.0,8.0,92.0,88.0,1,1,0,0,0,1,0,0,0
1993,Picture,Schindler's List,Schindler's List,1.0,1.0,0.0,1.0,197,321200000.0,8.9,97.0,96.0,1,1,0,0,0,1,0,0,0
1993,Picture,The Fugitive,The Fugitive,0.0,0.0,0.0,0.0,130,368900000.0,7.8,89.0,96.0,1,0,0,1,0,0,0,1,0
1993,Picture,In the Name of the Father,In the Name of the Father,0.0,0.0,0.0,0.0,133,65800000.0,8.1,95.0,94.0,0,1,0,0,0,1,0,0,0
1993,Picture,The Piano,The Piano,0.0,0.0,0.0,0.0,117,140000000.0,7.6,86.0,90.0,0,1,0,0,0,1,0,0,0
1993,Picture,The Remains of the Day,The Remains of the Day,0.0,0.0,0.0,0.0,134,63900000.0,7.9,89.0,97.0,0,0,1,0,0,0,0,0,1
1994,Picture,Forrest Gump,Forrest Gump,0.0,1.0,0.0,1.0,142,677900000.0,8.8,95.0,72.0,1,0,0,1,0,0,0,1,0
1994,Picture,Four Weddings and a Funeral,Four Weddings and a Funeral,1.0,0.0,0.0,0.0,117,245700000.0,7.1,74.0,95.0,0,1,0,0,0,0,1,0,0
1994,Picture,Pulp Fiction,Pulp Fiction,0.0,0.0,0.0,0.0,154,213900000.0,8.9,96.0,94.0,1,1,0,0,0,0,0,0,1
1994,Picture,Quiz Show,Quiz Show,0.0,0.0,0.0,0.0,133,24800000.0,7.5,87.0,96.0,1,0,0,1,0,0,0,0,1
1994,Picture,The Shawshank Redemption,The Shawshank Redemption,0.0,0.0,0.0,0.0,142,58000000.0,9.3,98.0,91.0,1,1,0,0,0,0,0,0,1
1995,Picture,Braveheart,Braveheart,0.0,0.0,0.0,1.0,178,210400000.0,8.4,85.0,78.0,1,1,0,0,0,0,1,0,0
1995,Picture,Apollo 13,Apollo 13,0.0,0.0,1.0,0.0,140,355200000.0,7.6,87.0,95.0,1,0,1,0,0,0,1,0,0
1995,Picture,Babe,Babe,0.0,1.0,0.0,0.0,92,254100000.0,6.8,67.0,97.0,0,0,0,0,1,0,0,1,0
1995,Picture,Il Postino: The Postman,Il Postino: The Postman,0.0,0.0,0.0,0.0,108,21848932.0,7.8,94.0,93.0,0,0,1,0,0,1,0,0,0
1995,Picture,Sense and Sensibility,Sense and Sensibility,1.0,1.0,0.0,0.0,136,134993774.0,7.7,90.0,98.0,0,0,1,0,0,1,0,0,0
1996,Picture,The English Patient,The English Patient,1.0,1.0,0.0,1.0,162,232000000.0,7.4,83.0,84.0,0,1,0,0,0,0,0,0,1
1996,Picture,Fargo,Fargo,0.0,0.0,0.0,0.0,98,60600000.0,8.1,93.0,94.0,0,1,0,0,0,0,1,0,0
1996,Picture,Jerry Maguire,Jerry Maguire,0.0,0.0,0.0,0.0,138,273600000.0,7.3,79.0,82.0,1,1,0,0,0,0,0,0,1
1996,Picture,Secrets and Lies,Secrets & Lies,0.0,0.0,0.0,0.0,142,13417292.0,8.0,91.0,94.0,0,1,0,0,0,1,0,0,0
1996,Picture,Shine,Shine,0.0,0.0,0.0,0.0,105,35900000.0,7.7,90.0,91.0,0,0,0,1,0,1,0,0,0
1997,Picture,Titanic,Titanic,0.0,1.0,0.0,1.0,195,21870000.0,7.7,69.0,88.0,1,0,0,1,0,0,0,0,1
1997,Picture,As Good as It Gets,As Good as It Gets,0.0,1.0,0.0,0.0,139,314178011.0,7.7,86.0,86.0,1,0,0,1,0,0,0,0,1
1997,Picture,The Full Monty,The Full Monty,1.0,0.0,1.0,0.0,91,258000000.0,7.2,79.0,95.0,0,1,0,0,0,0,0,1,0
1997,Picture,Good Will Hunting,Good Will Hunting,0.0,0.0,0.0,0.0,126,225900000.0,8.3,94.0,97.0,1,1,0,0,0,1,0,0,0
1997,Picture,L.A. Confidential,L.A. Confidential,0.0,0.0,0.0,0.0,138,126200000.0,7.3,94.0,99.0,1,1,0,0,0,0,0,1,0
1998,Picture,Shakespeare in Love,Shakespeare in Love,1.0,1.0,1.0,1.0,123,289300000.0,7.2,80.0,92.0,1,1,0,0,0,1,0,0,0
1998,Picture,Elizabeth,Elizabeth,0.0,0.0,0.0,0.0,123,82150642.0,7.5,86.0,82.0,0,1,0,0,0,1,0,0,0
1998,Picture,Life Is Beautiful,Life Is Beautiful,0.0,0.0,0.0,0.0,116,229200000.0,8.6,96.0,80.0,0,0,0,1,0,1,0,0,0
1998,Picture,Saving Private Ryan,Saving Private Ryan,0.0,1.0,0.0,0.0,169,481800000.0,8.6,95.0,92.0,1,1,0,0,0,0,0,1,0
1998,Picture,The Thin Red Line,The Thin Red Line,0.0,0.0,0.0,0.0,170,98100000.0,7.6,80.0,78.0,1,1,0,0,0,1,0,0,0
1999,Picture,American Beauty,American Beauty,1.0,1.0,1.0,1.0,122,356300000.0,8.4,93.0,88.0,1,1,0,0,0,0,0,0,1
1999,Picture,The Cider House Rules,The Cider House Rules,0.0,0.0,0.0,0.0,125,88500000.0,7.4,77.0,71.0,1,0,0,1,0,1,0,0,0
1999,Picture,The Green Mile,The Green Mile,0.0,0.0,0.0,0.0,189,290700000.0,8.5,94.0,80.0,1,1,0,0,0,0,0,0,1
1999,Picture,The Insider,The Insider,0.0,0.0,0.0,0.0,157,60200000.0,7.9,90.0,96.0,1,1,0,0,0,0,0,0,1
1999,Picture,The Sixth Sense,The Sixth Sense,0.0,0.0,0.0,0.0,107,672800000.0,8.1,89.0,85.0,1,0,0,1,0,0,0,1,0
2000,Picture,Gladiator,Gladiator,1.0,1.0,0.0,1.0,155,457600000.0,8.5,87.0,76.0,0,1,0,0,0,0,1,0,0
2000,Picture,Chocolat,Chocolat,0.0,0.0,0.0,0.0,121,152699946.0,7.3,83.0,63.0,1,0,0,1,0,1,0,0,0
2000,Picture,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",0.0,0.0,0.0,0.0,120,213500000.0,7.9,86.0,97.0,0,0,0,1,0,1,0,0,0
2000,Picture,Erin Brockovich,Erin Brockovich,0.0,0.0,0.0,0.0,130,256300000.0,7.3,80.0,84.0,1,1,0,0,0,1,0,0,0
2000,Picture,Traffic,Traffic,0.0,0.0,1.0,0.0,147,207500000.0,7.6,85.0,92.0,1,1,0,0,0,1,0,0,0
2001,Picture,A Beautiful Mind,A Beautiful Mind,0.0,1.0,0.0,1.0,135,313000000.0,8.2,93.0,75.0,1,0,0,1,0,1,0,0,0
2001,Picture,Gosford Park,Gosford Park,0.0,0.0,1.0,0.0,137,87800000.0,7.3,78.0,86.0,0,1,0,0,0,1,0,0,0
2001,Picture,In the Bedroom,In the Bedroom,0.0,0.0,0.0,0.0,131,43400000.0,7.5,81.0,93.0,1,1,0,0,0,1,0,0,0
2001,Picture,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,1.0,0.0,0.0,0.0,178,871500000.0,8.8,95.0,91.0,0,0,0,1,0,0,0,0,1
2001,Picture,Moulin Rouge!,Moulin Rouge!,0.0,1.0,0.0,0.0,128,179200000.0,7.6,89.0,76.0,0,0,0,1,0,0,1,0,0
2002,Picture,Chicago,Chicago,0.0,1.0,1.0,1.0,113,306800000.0,7.2,83.0,86.0,1,0,0,1,0,1,0,0,0
2002,Picture,Gangs of New York,Gangs of New York,0.0,0.0,0.0,0.0,168,193700000.0,7.5,81.0,75.0,1,1,0,0,0,0,0,0,1
2002,Picture,The Hours,The Hours,0.0,1.0,0.0,0.0,114,108800000.0,7.6,84.0,81.0,0,0,0,1,0,1,0,0,0
2002,Picture,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0.0,0.0,0.0,0.0,179,926000000.0,8.7,95.0,96.0,0,0,0,1,0,0,0,0,1
2002,Picture,The Pianist,The Pianist,1.0,0.0,0.0,0.0,150,120100000.0,8.5,95.0,96.0,0,1,0,0,0,1,0,0,0
2003,Picture,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,1.0,1.0,1.0,1.0,200,11200000.0,8.9,86.0,95.0,0,0,0,1,0,0,0,0,1
2003,Picture,Lost in Translation,Lost in Translation,0.0,1.0,0.0,0.0,101,119700000.0,7.8,86.0,95.0,1,1,0,0,0,0,0,0,1
2003,Picture,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0.0,0.0,0.0,0.0,138,212000000.0,7.4,80.0,85.0,1,0,0,1,0,0,0,0,1
2003,Picture,Mystic River,Mystic River,0.0,0.0,0.0,0.0,137,156800000.0,8.0,89.0,87.0,1,1,0,0,0,0,0,0,1
2003,Picture,Seabiscuit,Seabiscuit,0.0,0.0,0.0,0.0,141,148300000.0,7.3,76.0,77.0,1,0,0,1,0,0,0,1,0
2004,Picture,Million Dollar Baby,Million Dollar Baby,0.0,0.0,0.0,1.0,132,216800000.0,8.1,90.0,91.0,1,0,0,1,0,1,0,0,0
2004,Picture,The Aviator,The Aviator,1.0,1.0,0.0,0.0,170,213700000.0,7.5,79.0,87.0,1,0,0,1,0,0,0,0,1
2004,Picture,Finding Neverland,Finding Neverland,0.0,0.0,0.0,0.0,101,116800000.0,7.7,87.0,83.0,0,0,1,0,0,0,0,0,1
2004,Picture,Ray,Ray,0.0,0.0,0.0,0.0,152,124700000.0,7.7,87.0,81.0,1,0,0,1,0,0,0,0,1
2004,Picture,Sideways,Sideways,0.0,1.0,1.0,0.0,123,109700000.0,7.5,78.0,96.0,1,1,0,0,0,1,0,0,0
2005,Picture,Crash,Crash,0.0,0.0,1.0,1.0,112,98400000.0,7.8,88.0,75.0,1,1,0,0,0,0,1,0,0
2005,Picture,Brokeback Mountain,Brokeback Mountain,1.0,1.0,0.0,0.0,134,178100000.0,7.7,82.0,87.0,1,1,0,0,0,1,0,0,0
2005,Picture,Capote,Capote,0.0,0.0,0.0,0.0,114,49200000.0,7.4,81.0,90.0,1,1,0,0,0,1,0,0,0
2005,Picture,"Good Night, and Good Luck","Good Night, and Good Luck",0.0,0.0,0.0,0.0,93,56500000.0,7.5,83.0,93.0,1,0,1,0,0,0,0,0,1
2005,Picture,Munich,Munich,0.0,0.0,0.0,0.0,163,130400000.0,7.6,83.0,78.0,1,1,0,0,0,1,0,0,0
2006,Picture,The Departed,The Departed,0.0,0.0,0.0,1.0,151,289800000.0,8.5,94.0,91.0,1,1,0,0,0,0,0,0,1
2006,Picture,Babel,Babel,0.0,1.0,0.0,0.0,143,135300000.0,7.5,77.0,69.0,1,1,0,0,0,0,0,0,1
2006,Picture,Letters from Iwo Jima,Letters from Iwo Jima,0.0,0.0,0.0,0.0,140,68700000.0,7.9,86.0,91.0,1,1,0,0,0,1,0,0,0
2006,Picture,Little Miss Sunshine,Little Miss Sunshine,0.0,0.0,1.0,0.0,101,100500000.0,7.8,91.0,91.0,1,1,0,0,0,0,0,1,0
2006,Picture,The Queen,The Queen,1.0,0.0,0.0,0.0,103,77900000.0,7.3,76.0,97.0,0,0,0,1,0,0,0,0,1
2007,Picture,No Country for Old Men,No Country for Old Men,0.0,0.0,1.0,1.0,122,171600000.0,8.1,86.0,93.0,1,1,0,0,0,0,0,0,1
2007,Picture,Atonement,Atonement,1.0,1.0,0.0,0.0,123,129300000.0,7.8,80.0,83.0,0,1,0,0,0,1,0,0,0
2007,Picture,Juno,Juno,0.0,0.0,0.0,0.0,96,231400000.0,7.5,88.0,94.0,1,0,0,1,0,0,0,0,1
2007,Picture,Michael Clayton,Michael Clayton,0.0,0.0,0.0,0.0,119,92900000.0,7.3,69.0,90.0,1,1,0,0,0,0,0,0,1
2007,Picture,There Will Be Blood,There Will Be Blood,0.0,0.0,0.0,0.0,158,76200000.0,8.1,86.0,91.0,1,1,0,0,0,1,0,0,0
2008,Picture,Slumdog Millionaire,Slumdog Millionaire,1.0,1.0,1.0,1.0,120,377900000.0,8.0,90.0,92.0,0,1,0,0,0,0,0,0,1
2008,Picture,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0.0,0.0,0.0,0.0,166,333900000.0,7.8,80.0,72.0,1,0,0,1,0,0,0,0,1
2008,Picture,Frost/Nixon,Frost/Nixon,0.0,0.0,0.0,0.0,122,27400000.0,7.7,88.0,92.0,1,1,0,0,0,1,0,0,0
2008,Picture,Milk,Milk,0.0,0.0,0.0,0.0,128,54600000.0,7.6,89.0,94.0,1,1,0,0,0,1,0,0,0
2008,Picture,The Reader,The Reader,0.0,0.0,0.0,0.0,124,108900000.0,7.6,79.0,61.0,0,1,0,0,0,1,0,0,0
2009,Picture,The Hurt Locker,The Hurt Locker,1.0,0.0,0.0,1.0,131,49200000.0,7.6,84.0,98.0,1,1,0,0,0,0,0,1,0
2009,Picture,Avatar,Avatar,0.0,1.0,0.0,0.0,161,27880000.0,7.8,82.0,83.0,1,0,0,1,0,0,0,0,1
2009,Picture,The Blind Side,The Blind Side,0.0,0.0,0.0,0.0,126,309200000.0,7.7,85.0,66.0,1,0,0,1,0,0,0,0,1
2009,Picture,District 9,District 9,0.0,0.0,0.0,0.0,112,210800000.0,8.0,82.0,90.0,0,1,0,0,0,0,0,1,0
2009,Picture,An Education,An Education,0.0,0.0,0.0,0.0,95,26100000.0,7.3,80.0,94.0,0,0,0,1,0,1,0,0,0
2009,Picture,Inglourious Basterds,Inglourious Basterds,0.0,0.0,1.0,0.0,153,321500000.0,8.3,87.0,89.0,1,1,0,0,0,0,0,1,0
2009,Picture,Precious,Precious,0.0,0.0,0.0,0.0,110,63600000.0,7.3,81.0,91.0,1,1,0,0,0,0,0,0,1
2009,Picture,A Serious Man,A Serious Man,0.0,0.0,0.0,0.0,106,31400000.0,7.0,67.0,89.0,1,1,0,0,0,0,0,0,1
2009,Picture,Up,Up,0.0,0.0,0.0,0.0,96,735100000.0,8.3,90.0,98.0,1,0,1,0,0,0,1,0,0
2009,Picture,Up in the Air,Up in the Air,0.0,0.0,0.0,0.0,109,166800000.0,7.4,79.0,91.0,1,1,0,0,0,0,0,0,1
2010,Picture,The King's Speech,The King's Speech,1.0,0.0,1.0,1.0,119,414200000.0,8.0,92.0,95.0,0,1,0,0,0,0,0,0,1
2010,Picture,127 Hours,127 Hours,0.0,0.0,0.0,0.0,93,60700000.0,7.6,85.0,93.0,0,1,0,0,0,1,0,0,0
2010,Picture,Black Swan,Black Swan,0.0,0.0,0.0,0.0,108,329400000.0,8.0,84.0,87.0,1,1,0,0,0,0,0,0,1
2010,Picture,The Fighter,The Fighter,0.0,0.0,0.0,0.0,115,129200000.0,7.9,89.0,90.0,1,1,0,0,0,0,0,0,1
2010,Picture,Inception,Inception,0.0,0.0,0.0,0.0,148,825500000.0,8.8,91.0,86.0,0,0,0,1,0,0,0,1,0
2010,Picture,The Kids Are All Right,The Kids Are All Right,0.0,1.0,0.0,0.0,107,34700000.0,7.1,73.0,93.0,1,1,0,0,0,0,0,1,0
2010,Picture,The Social Network,The Social Network,0.0,1.0,0.0,0.0,120,224900000.0,7.7,86.0,96.0,1,0,0,1,0,0,0,0,1
2010,Picture,Toy Story 3,Toy Story 3,0.0,0.0,0.0,0.0,103,10670000.0,8.3,89.0,99.0,1,0,0,0,1,0,1,0,0
2010,Picture,True Grit,True Grit,0.0,0.0,0.0,0.0,128,43700000.0,7.4,83.0,90.0,1,0,0,1,0,0,1,0,0
2010,Picture,Winter's Bone,Winter's Bone,0.0,0.0,0.0,0.0,100,16100000.0,7.2,76.0,94.0,1,1,0,0,0,0,0,1,0
2011,Picture,The Artist,The Artist,1.0,1.0,0.0,1.0,100,133400000.0,7.9,87.0,96.0,0,0,0,1,0,1,0,0,0
2011,Picture,The Descendants,The Descendants,0.0,1.0,0.0,0.0,115,177200000.0,7.3,79.0,89.0,1,1,0,0,0,0,0,0,1
2011,Picture,Extremely Loud and Incredibly Close,Extremely Loud & Incredibly Close,0.0,0.0,0.0,0.0,129,55200000.0,6.9,61.0,46.0,1,0,0,1,0,1,0,0,0
2011,Picture,The Help,The Help,0.0,0.0,1.0,0.0,146,216600000.0,8.1,89.0,75.0,1,0,0,1,0,0,0,1,0
2011,Picture,Hugo,Hugo,0.0,0.0,0.0,0.0,126,185800000.0,7.5,78.0,94.0,0,0,1,0,0,0,0,0,1
2011,Picture,Midnight in Paris,Midnight in Paris,0.0,0.0,0.0,0.0,94,151100000.0,7.7,83.0,93.0,1,0,0,1,0,0,1,0,0
2011,Picture,Moneyball,Moneyball,0.0,0.0,0.0,0.0,133,110200000.0,7.6,86.0,94.0,1,0,0,1,0,0,0,1,0
2011,Picture,The Tree of Life,The Tree of Life,0.0,0.0,0.0,0.0,139,54300000.0,6.8,60.0,84.0,1,0,0,1,0,0,1,0,0
2011,Picture,War Horse,War Horse,0.0,0.0,0.0,0.0,146,177600000.0,7.2,74.0,76.0,1,0,0,1,0,0,0,0,1
2012,Picture,Argo,Argo,1.0,1.0,1.0,1.0,120,232300000.0,7.7,90.0,96.0,1,1,0,0,0,0,0,0,1
2012,Picture,Amour,Amour,0.0,0.0,0.0,0.0,127,29900000.0,7.9,82.0,93.0,0,0,0,1,0,0,0,1,0
2012,Picture,Beasts of the Southern Wild,Beasts of the Southern Wild,0.0,0.0,0.0,0.0,93,21900000.0,7.3,76.0,86.0,1,0,0,1,0,0,0,1,0
2012,Picture,Django Unchained,Django Unchained,0.0,0.0,0.0,0.0,165,425400000.0,8.4,91.0,88.0,1,1,0,0,0,0,0,0,1
2012,Picture,Les Misrables,Les Misrables,0.0,1.0,0.0,0.0,158,441800000.0,7.6,79.0,69.0,0,0,0,1,0,0,0,0,1
2012,Picture,Life of Pi,Life of Pi,0.0,0.0,0.0,0.0,127,609000000.0,7.9,84.0,87.0,1,0,1,0,0,0,0,0,1
