year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
2000,Picture,Chocolat,Chocolat,0,0,0,0,121,152699946,7.3,83,63,1,0,0,1,0,1,0,0,0
2000,Picture,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",0,0,0,0,120,213500000,7.9,86,97,0,0,0,1,0,1,0,0,0
2000,Picture,Erin Brockovich,Erin Brockovich,0,0,0,0,130,256300000,7.3,80,84,1,1,0,0,0,1,0,0,0
2000,Picture,Traffic,Traffic,0,0,1,0,147,207500000,7.6,85,92,1,1,0,0,0,1,0,0,0
2001,Picture,A Beautiful Mind,A Beautiful Mind,0,1,0,1,135,313000000,8.2,93,75,1,0,0,1,0,1,0,0,0
2001,Picture,Gosford Park,Gosford Park,0,0,1,0,137,87800000,7.3,78,86,0,1,0,0,0,1,0,0,0
2001,Picture,In the Bedroom,In the Bedroom,0,0,0,0,131,43400000,7.5,81,93,1,1,0,0,0,1,0,0,0
2001,Picture,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,1,0,0,0,178,871500000,8.8,95,91,0,0,0,1,0,0,0,0,1
2001,Picture,Moulin Rouge!,Moulin Rouge!,0,1,0,0,128,179200000,7.6,89,76,0,0,0,1,0,0,1,0,0
2002,Picture,Chicago,Chicago,0,1,1,1,113,306800000,7.2,83,86,1,0,0,1,0,1,0,0,0
2002,Picture,Gangs of New York,Gangs of New York,0,0,0,0,168,193700000,7.5,81,75,1,1,0,0,0,0,0,0,1
2002,Picture,The Hours,The Hours,0,1,0,0,114,108800000,7.6,84,81,0,0,0,1,0,1,0,0,0
2002,Picture,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,0,0,0,179,926000000,8.7,95,96,0,0,0,1,0,0,0,0,1
2002,Picture,The Pianist,The Pianist,1,0,0,0,150,120100000,8.5,95,96,0,1,0,0,0,1,0,0,0
2003,Picture,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,1,1,1,1,200,11200000,8.9,86,95,0,0,0,1,0,0,0,0,1
2003,Picture,Lost in Translation,Lost in Translation,0,1,0,0,101,119700000,7.8,86,95,1,1,0,0,0,0,0,0,1
2003,Picture,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,0,0,0,138,212000000,7.4,80,85,1,0,0,1,0,0,0,0,1
2003,Picture,Mystic River,Mystic River,0,0,0,0,137,156800000,8,89,87,1,1,0,0,0,0,0,0,1
2003,Picture,Seabiscuit,Seabiscuit,0,0,0,0,141,148300000,7.3,76,77,1,0,0,1,0,0,0,1,0
2004,Picture,Million Dollar Baby,Million Dollar Baby,0,0,0,1,132,216800000,8.1,90,91,1,0,0,1,0,1,0,0,0
2004,Picture,The Aviator,The Aviator,1,1,0,0,170,213700000,7.5,79,87,1,0,0,1,0,0,0,0,1
2004,Picture,Finding Neverland,Finding Neverland,0,0,0,0,101,116800000,7.7,87,83,0,0,1,0,0,0,0,0,1
2004,Picture,Ray,Ray,0,0,0,0,152,124700000,7.7,87,81,1,0,0,1,0,0,0,0,1
2004,Picture,Sideways,Sideways,0,1,1,0,123,109700000,7.5,78,96,1,1,0,0,0,1,0,0,0
2005,Picture,Crash,Crash,0,0,1,1,112,98400000,7.8,88,75,1,1,0,0,0,0,1,0,0
2005,Picture,Brokeback Mountain,Brokeback Mountain,1,1,0,0,134,178100000,7.7,82,87,1,1,0,0,0,1,0,0,0
2005,Picture,Capote,Capote,0,0,0,0,114,49200000,7.4,81,90,1,1,0,0,0,1,0,0,0
2005,Picture,"Good Night, and Good Luck","Good Night, and Good Luck",0,0,0,0,93,56500000,7.5,83,93,1,0,1,0,0,0,0,0,1
2005,Picture,Munich,Munich,0,0,0,0,163,130400000,7.6,83,78,1,1,0,0,0,1,0,0,0
2006,Picture,The Departed,The Departed,0,0,0,1,151,289800000,8.5,94,91,1,1,0,0,0,0,0,0,1
2006,Picture,Babel,Babel,0,1,0,0,143,135300000,7.5,77,69,1,1,0,0,0,0,0,0,1
2006,Picture,Letters from Iwo Jima,Letters from Iwo Jima,0,0,0,0,140,68700000,7.9,86,91,1,1,0,0,0,1,0,0,0
2006,Picture,Little Miss Sunshine,Little Miss Sunshine,0,0,1,0,101,100500000,7.8,91,91,1,1,0,0,0,0,0,1,0
2006,Picture,The Queen,The Queen,1,0,0,0,103,77900000,7.3,76,97,0,0,0,1,0,0,0,0,1
2007,Picture,No Country for Old Men,No Country for Old Men,0,0,1,1,122,171600000,8.1,86,93,1,1,0,0,0,0,0,0,1
2007,Picture,Atonement,Atonement,1,1,0,0,123,129300000,7.8,80,83,0,1,0,0,0,1,0,0,0
2007,Picture,Juno,Juno,0,0,0,0,96,231400000,7.5,88,94,1,0,0,1,0,0,0,0,1
2007,Picture,Michael Clayton,Michael Clayton,0,0,0,0,119,92900000,7.3,69,90,1,1,0,0,0,0,0,0,1
2007,Picture,There Will Be Blood,There Will Be Blood,0,0,0,0,158,76200000,8.1,86,91,1,1,0,0,0,1,0,0,0
2008,Picture,Slumdog Millionaire,Slumdog Millionaire,1,1,1,1,120,377900000,8,90,92,0,1,0,0,0,0,0,0,1
2008,Picture,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,0,0,0,166,333900000,7.8,80,72,1,0,0,1,0,0,0,0,1
2008,Picture,Frost/Nixon,Frost/Nixon,0,0,0,0,122,27400000,7.7,88,92,1,1,0,0,0,1,0,0,0
2008,Picture,Milk,Milk,0,0,0,0,128,54600000,7.6,89,94,1,1,0,0,0,1,0,0,0
2008,Picture,The Reader,The Reader,0,0,0,0,124,108900000,7.6,79,61,0,1,0,0,0,1,0,0,0
2009,Picture,The Hurt Locker,The Hurt Locker,1,0,0,1,131,49200000,7.6,84,98,1,1,0,0,0,0,0,1,0
2009,Picture,Avatar,Avatar,0,1,0,0,161,27880000,7.8,82,83,1,0,0,1,0,0,0,0,1
2009,Picture,The Blind Side,The Blind Side,0,0,0,0,126,309200000,7.7,85,66,1,0,0,1,0,0,0,0,1
2009,Picture,District 9,District 9,0,0,0,0,112,210800000,8,82,90,0,1,0,0,0,0,0,1,0
2009,Picture,An Education,An Education,0,0,0,0,95,26100000,7.3,80,94,0,0,0,1,0,1,0,0,0
2009,Picture,Inglourious Basterds,Inglourious Basterds,0,0,1,0,153,321500000,8.3,87,89,1,1,0,0,0,0,0,1,0
2009,Picture,Precious,Precious,0,0,0,0,110,63600000,7.3,81,91,1,1,0,0,0,0,0,0,1
2009,Picture,A Serious Man,A Serious Man,0,0,0,0,106,31400000,7,67,89,1,1,0,0,0,0,0,0,1
2009,Picture,Up,Up,0,0,0,0,96,735100000,8.3,90,98,1,0,1,0,0,0,1,0,0
2009,Picture,Up in the Air,Up in the Air,0,0,0,0,109,166800000,7.4,79,91,1,1,0,0,0,0,0,0,1
2010,Picture,The King's Speech,The King's Speech,1,0,1,1,119,414200000,8,92,95,0,1,0,0,0,0,0,0,1
2010,Picture,127 Hours,127 Hours,0,0,0,0,93,60700000,7.6,85,93,0,1,0,0,0,1,0,0,0
2010,Picture,Black Swan,Black Swan,0,0,0,0,108,329400000,8,84,87,1,1,0,0,0,0,0,0,1
2010,Picture,The Fighter,The Fighter,0,0,0,0,115,129200000,7.9,89,90,1,1,0,0,0,0,0,0,1
2010,Picture,Inception,Inception,0,0,0,0,148,825500000,8.8,91,86,0,0,0,1,0,0,0,1,0
2010,Picture,The Kids Are All Right,The Kids Are All Right,0,1,0,0,107,34700000,7.1,73,93,1,1,0,0,0,0,0,1,0
2010,Picture,The Social Network,The Social Network,0,1,0,0,120,224900000,7.7,86,96,1,0,0,1,0,0,0,0,1
2010,Picture,Toy Story 3,Toy Story 3,0,0,0,0,103,10670000,8.3,89,99,1,0,0,0,1,0,1,0,0
2010,Picture,True Grit,True Grit,0,0,0,0,128,43700000,7.4,83,90,1,0,0,1,0,0,1,0,0
2010,Picture,Winter's Bone,Winter's Bone,0,0,0,0,100,16100000,7.2,76,94,1,1,0,0,0,0,0,1,0
2011,Picture,The Artist,The Artist,1,1,0,1,100,133400000,7.9,87,96,0,0,0,1,0,1,0,0,0
2011,Picture,The Descendants,The Descendants,0,1,0,0,115,177200000,7.3,79,89,1,1,0,0,0,0,0,0,1
2011,Picture,Extremely Loud and Incredibly Close,Extremely Loud & Incredibly Close,0,0,0,0,129,55200000,6.9,61,46,1,0,0,1,0,1,0,0,0
2011,Picture,The Help,The Help,0,0,1,0,146,216600000,8.1,89,75,1,0,0,1,0,0,0,1,0
2011,Picture,Hugo,Hugo,0,0,0,0,126,185800000,7.5,78,94,0,0,1,0,0,0,0,0,1
2011,Picture,Midnight in Paris,Midnight in Paris,0,0,0,0,94,151100000,7.7,83,93,1,0,0,1,0,0,1,0,0
2011,Picture,Moneyball,Moneyball,0,0,0,0,133,110200000,7.6,86,94,1,0,0,1,0,0,0,1,0
2011,Picture,The Tree of Life,The Tree of Life,0,0,0,0,139,54300000,6.8,60,84,1,0,0,1,0,0,1,0,0
2011,Picture,War Horse,War Horse,0,0,0,0,146,177600000,7.2,74,76,1,0,0,1,0,0,0,0,1
2012,Picture,Argo,Argo,1,1,1,1,120,232300000,7.7,90,96,1,1,0,0,0,0,0,0,1
2012,Picture,Amour,Amour,0,0,0,0,127,29900000,7.9,82,93,0,0,0,1,0,0,0,1,0
2012,Picture,Beasts of the Southern Wild,Beasts of the Southern Wild,0,0,0,0,93,21900000,7.3,76,86,1,0,0,1,0,0,0,1,0
2012,Picture,Django Unchained,Django Unchained,0,0,0,0,165,425400000,8.4,91,88,1,1,0,0,0,0,0,0,1
2012,Picture,Les Misrables,Les Misrables,0,1,0,0,158,441800000,7.6,79,69,0,0,0,1,0,0,0,0,1
2012,Picture,Life of Pi,Life of Pi,0,0,0,0,127,609000000,7.9,84,87,1,0,1,0,0,0,0,0,1
2012,Picture,Lincoln,Lincoln,0,0,0,0,150,275300000,7.4,80,90,1,0,0,1,0,0,0,0,1
2012,Picture,Silver Linings Playbook,Silver Linings Playbook,0,0,0,0,122,236400000,7.8,86,92,1,1,0,0,0,0,0,0,1
2012,Picture,Zero Dark Thirty,Zero Dark Thirty,0,0,0,0,157,132800000,7.4,80,92,1,1,0,0,0,1,0,0,0
2013,Picture,12 Years a Slave,12 Years a Slave,1,1,0,1,134,187700000,8.1,90,96,1,1,0,0,0,0,0,0,1
2013,Picture,American Hustle,American Hustle,0,1,1,0,138,251100000,7.3,74,93,1,1,0,0,0,0,0,0,1
2013,Picture,Captain Phillips,Captain Phillips,0,0,0,0,134,218800000,7.8,89,93,1,0,0,1,0,0,0,0,1
2013,Picture,Dallas Buyers Club,Dallas Buyers Club,0,0,0,0,116,55200000,8,91,94,1,1,0,0,0,0,0,0,1
2013,Picture,Gravity,Gravity,0,0,0,0,91,723200000,7.8,80,96,0,0,0,1,0,0,0,0,1
2013,Picture,Her,Her,0,0,0,0,126,48800000,8,82,95,1,1,0,0,0,1,0,0,0
2013,Picture,Nebraska,Nebraska,0,0,0,0,114,27700000,7.7,83,91,1,1,0,0,0,1,0,0,0
2013,Picture,Philomena,Philomena,0,0,0,0,98,100100000,7.6,89,92,0,0,0,1,0,0,0,0,1
2013,Picture,The Wolf of Wall Street,The Wolf of Wall Street,0,0,0,0,179,392000000,8.2,82,77,1,1,0,0,0,0,0,0,1
2014,Picture,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),0,0,0,1,119,103200000,7.8,77,91,1,1,0,0,0,0,0,0,1
2014,Picture,American Sniper,American Sniper,0,0,0,0,132,547400000,7.3,84,72,1,1,0,0,0,1,0,0,0
2014,Picture,Boyhood,Boyhood,1,1,0,0,165,44500000,7.9,81,98,1,1,0,0,0,0,0,1,0
2014,Picture,The Grand Budapest Hotel,The Grand Budapest Hotel,0,1,0,0,100,174800000,8.1,86,92,1,1,0,0,0,1,0,0,0
2014,Picture,The Imitation Game,The Imitation Game,0,0,0,0,114,233600000,8.1,91,90,1,0,0,1,0,0,0,0,1
2014,Picture,Selma,Selma,0,0,0,0,128,66800000,7.5,86,99,1,0,0,1,0,1,0,0,0
2014,Picture,The Theory of Everything,The Theory of Everything,0,0,0,0,123,123700000,7.7,84,79,0,0,0,1,0,0,0,0,1
2014,Picture,Whiplash,Whiplash,0,0,0,0,106,49000000,8.5,94,94,1,1,0,0,0,0,0,0,1
2015,Picture,Spotlight,Spotlight,0,0,1,1,129,88300000,8.1,93,96,1,1,0,0,0,0,0,0,1
2015,Picture,The Big Short,The Big Short,0,0,0,0,130,133300000,7.8,88,88,1,1,0,0,0,0,0,0,1
2015,Picture,Bridge of Spies,Bridge of Spies,0,0,0,0,141,165500000,7.6,87,91,1,0,0,1,0,0,0,0,1
2015,Picture,Brooklyn,Brooklyn,0,0,0,0,112,62100000,7.5,87,97,0,0,0,1,0,0,0,0,1
2015,Picture,Mad Max: Fury Road,Mad Max: Fury Road,0,0,0,0,120,378900000,8.1,86,97,0,1,0,0,0,0,1,0,0
2015,Picture,The Martian,The Martian,0,1,0,0,141,630200000,8,91,92,1,0,0,1,0,0,0,0,1
2015,Picture,The Revenant,The Revenant,1,1,0,0,156,533000000,8,84,81,1,1,0,0,0,1,0,0,0
2015,Picture,Room,Room,0,0,0,0,118,36200000,8.2,93,94,0,1,0,0,0,1,0,0,0
2016,Picture,Arrival,Arrival,0,0,0,0,116,195300000,8.1,82,94,1,0,0,1,0,0,0,0,1
2016,Picture,Fences,Fences,0,0,0,0,139,55600000,7.4,79,93,1,0,0,1,0,0,0,0,1
2016,Picture,Hacksaw Ridge,Hacksaw Ridge,0,0,0,0,139,174900000,8.3,93,86,1,1,0,0,0,0,0,0,1
2016,Picture,Hell or High Water,Hell or High Water,0,0,0,0,102,32300000,7.7,89,98,1,1,0,0,0,0,0,1,0
2016,Picture,Hidden Figures,Hidden Figures,0,0,1,0,127,169100000,7.9,94,92,1,0,1,0,0,1,0,0,0
2016,Picture,La La Land,La La Land,1,1,0,0,128,341100000,8.5,85,93,1,0,0,1,0,0,0,0,1
2016,Picture,Lion,Lion,0,0,0,0,118,76300000,8,93,86,0,0,0,1,0,1,0,0,0
2016,Picture,Manchester by the Sea,Manchester by the Sea,0,0,0,0,137,60700000,8.1,81,96,1,1,0,0,0,0,0,0,1
2016,Picture,Moonlight,Moonlight,0,1,0,1,111,23300000,7.9,86,98,1,1,0,0,0,0,0,0,1
2017,Picture,Call Me by Your Name,Call Me by Your Name,0,0,0,0,132,22000000,8.2,7.4,93,0,1,0,0,0,0,0,0,1
2017,Picture,Darkest Hour,Darkest Hour,0,0,0,0,125,115200000,7.4,7.1,75,0,0,0,1,0,0,0,0,1
2017,Picture,Dunkirk,Dunkirk,0,0,0,0,106,525600000,8.1,8.4,94,0,0,0,1,0,0,0,1,0
2017,Picture,Get Out,Get Out,0,0,0,0,104,255000000,7.7,7.2,84,1,1,0,0,0,1,0,0,0
